Local time,Open,High,Low,Close,Volume
02.05.2024 14:15:00.000 GMT+0100,2289.085,2291.375,2286.335,2290.505,1575219.9926000002
02.05.2024 14:30:00.000 GMT+0100,2290.505,2296.056,2290.505,2292.505,2052159.9986
02.05.2024 14:45:00.000 GMT+0100,2292.525,2293.055,2285.772,2292.105,2127189.9939
02.05.2024 15:00:00.000 GMT+0100,2292.145,2294.615,2287.972,2288.545,1408789.9998999997
02.05.2024 15:15:00.000 GMT+0100,2288.715,2299.775,2288.526,2296.545,1451990.001
02.05.2024 15:30:00.000 GMT+0100,2296.695,2302.615,2295.705,2300.882,1240609.9998
02.05.2024 15:45:00.000 GMT+0100,2300.915,2305.095,2300.225,2304.255,1783330.0084000002
02.05.2024 16:00:00.000 GMT+0100,2304.275,2307.215,2301.315,2302.505,1069490.0081
02.05.2024 16:15:00.000 GMT+0100,2302.505,2305.625,2301.582,2304.222,1342430.0106000002
02.05.2024 16:30:00.000 GMT+0100,2304.225,2305.505,2301.245,2303.995,1105080.0084999998
02.05.2024 16:45:00.000 GMT+0100,2304.016,2304.382,2297.555,2300.155,1260649.994
02.05.2024 17:00:00.000 GMT+0100,2300.185,2301.555,2298.125,2300.755,337719.9993
02.05.2024 17:15:00.000 GMT+0100,2300.755,2302.275,2299.335,2301.655,599310.0013
02.05.2024 17:30:00.000 GMT+0100,2301.625,2304.095,2301.245,2303.585,861420.0019999999
02.05.2024 17:45:00.000 GMT+0100,2303.565,2303.745,2299.192,2299.895,872630.0038000001
02.05.2024 18:00:00.000 GMT+0100,2299.895,2303.232,2299.782,2302.085,906079.9962
02.05.2024 18:15:00.000 GMT+0100,2302.076,2302.685,2299.525,2300.385,421629.99530000007
02.05.2024 18:30:00.000 GMT+0100,2300.385,2304.895,2300.385,2304.675,466430.0021
02.05.2024 18:45:00.000 GMT+0100,2304.655,2308.835,2304.455,2308.295,908319.9984000002
02.05.2024 19:00:00.000 GMT+0100,2308.295,2309.715,2307.355,2307.355,372309.99769999995
02.05.2024 19:15:00.000 GMT+0100,2307.355,2307.785,2305.325,2307.585,256620.0011
02.05.2024 19:30:00.000 GMT+0100,2307.585,2307.815,2306.355,2306.505,230479.99949999995
02.05.2024 19:45:00.000 GMT+0100,2306.505,2309.045,2306.075,2308.302,648369.996
02.05.2024 20:00:00.000 GMT+0100,2308.302,2308.345,2305.272,2305.355,856819.9946999999
02.05.2024 20:15:00.000 GMT+0100,2305.325,2306.762,2304.375,2304.435,577649.9939
02.05.2024 20:30:00.000 GMT+0100,2304.395,2304.395,2301.875,2303.442,772239.9997
02.05.2024 20:45:00.000 GMT+0100,2303.442,2304.915,2303.085,2303.175,388139.9994999999
02.05.2024 21:00:00.000 GMT+0100,2303.145,2304.385,2302.152,2302.412,342760.0015
02.05.2024 21:15:00.000 GMT+0100,2302.412,2303.822,2302.015,2302.042,176069.999
02.05.2024 21:30:00.000 GMT+0100,2301.995,2302.522,2300.965,2301.925,272320.00100000005
02.05.2024 21:45:00.000 GMT+0100,2301.775,2304.265,2301.775,2303.995,142339.9993
02.05.2024 22:00:00.000 GMT+0100,2303.995,2303.995,2303.995,2303.995,0
02.05.2024 22:15:00.000 GMT+0100,2303.995,2303.995,2303.995,2303.995,0
