Local time,Open,High,Low,Close,Volume
01.11.2024 16:00:00.000 GMT-0000,2744.625,2746.005,2742.565,2743.225,1921659.9836000002
01.11.2024 16:15:00.000 GMT-0000,2743.195,2744.425,2742.485,2743.465,1684100.0093999999
01.11.2024 16:30:00.000 GMT-0000,2743.465,2745.145,2740.735,2741.195,1642860.0102000004
01.11.2024 16:45:00.000 GMT-0000,2741.165,2743.285,2740.335,2743.005,1811759.9786
01.11.2024 17:00:00.000 GMT-0000,2743.005,2743.785,2741.475,2742.145,1568249.9933
01.11.2024 17:15:00.000 GMT-0000,2742.165,2742.645,2739.075,2739.795,1371840.0076
01.11.2024 17:30:00.000 GMT-0000,2739.795,2739.815,2735.335,2735.515,1624430.0010000002
01.11.2024 17:45:00.000 GMT-0000,2735.535,2737.715,2734.985,2736.215,1621229.9985000002
01.11.2024 18:00:00.000 GMT-0000,2736.178,2736.815,2733.885,2734.565,1443190.0083
01.11.2024 18:15:00.000 GMT-0000,2734.605,2737.915,2733.405,2737.165,1533849.9993999999
01.11.2024 18:30:00.000 GMT-0000,2737.165,2737.895,2735.915,2736.665,1156720.0012
01.11.2024 18:45:00.000 GMT-0000,2736.665,2737.605,2735.945,2736.085,1088970.0093
01.11.2024 19:00:00.000 GMT-0000,2736.115,2736.935,2734.065,2736.485,1380670.0036
01.11.2024 19:15:00.000 GMT-0000,2736.485,2736.625,2733.095,2733.475,1002099.9964
01.11.2024 19:30:00.000 GMT-0000,2733.445,2735.725,2733.445,2735.095,861390.0020999998
01.11.2024 19:45:00.000 GMT-0000,2735.125,2735.235,2733.395,2734.035,821389.9955999999
01.11.2024 20:00:00.000 GMT-0000,2734.025,2734.785,2733.355,2734.565,566930.0033999999
01.11.2024 20:15:00.000 GMT-0000,2734.575,2734.628,2733.168,2734.425,412750.00289999996
01.11.2024 20:30:00.000 GMT-0000,2734.415,2734.945,2733.635,2734.405,518690.005
01.11.2024 20:45:00.000 GMT-0000,2734.505,2736.675,2734.305,2735.895,521290.00039999996
01.11.2024 21:00:00.000 GMT-0000,2735.895,2735.895,2735.895,2735.895,0
01.11.2024 21:15:00.000 GMT-0000,2735.895,2735.895,2735.895,2735.895,0
01.11.2024 21:30:00.000 GMT-0000,2735.895,2735.895,2735.895,2735.895,0
01.11.2024 21:45:00.000 GMT-0000,2735.895,2735.895,2735.895,2735.895,0
01.11.2024 22:00:00.000 GMT-0000,2735.895,2735.895,2735.895,2735.895,0
01.11.2024 22:15:00.000 GMT-0000,2735.895,2735.895,2735.895,2735.895,0
01.11.2024 22:30:00.000 GMT-0000,2735.895,2735.895,2735.895,2735.895,0
01.11.2024 22:45:00.000 GMT-0000,2735.895,2735.895,2735.895,2735.895,0
